Year,Month,Title,Review Text,Rating
2022,September,Best Economy Class,"Still my favorite airline. Best Economy Class, spacious sets with nice legroom, pleasing color fabric on seat covers. Each seat had a pillow and a blanket. You should ask to offer you an amenity kit (with socks, eye cover, toothbrush / paste). Pity they do not have inflight…",5.0
2022,July,Jakarta - Istanbul with Economy class.,I flew with SQ when I travelled to Istanbul and it was nice really nice for economy class. The flight itself was full of passengers but I can still enjoy the flight.,4.0
2022,October,Try another airline instead,"Dirty and broken toilet parts. The same confusing signs from decades ago, encouraging illiterate passengers sticking rubbish into wrong holes. Yuck. Why not change them, they obviously don’t work!  Seat pocket not cleaned before my flight, still someone else’s rubbish in there.…",2.0
2022,October,What happened to SQ?,"Date - OCT 10th 2023 Flight - SQ26 I have travelled to over 40 countries.  I have flown on best and worst airlines in the world. My top airlines always been Emirates, Qatar, Etihad, Turkish, Thai, and Singapore.  But I have not flown with SQ for 5-6 years. They disappointed me…",3.0
2022,August,Singapore airlines broken 2 times in one trip,"To whom it may concerns,  I flew with Singapore Airlines from 0814-0821 between BKK and SG. I can't believe in just one week Singapore Airline broke my luggage twice. Honestly I am still in shock.   Singapore airline is globally renouned for its first-class service and during…",1.0
2022,September,Premium economy no different to economy (except in price),"We had flown Premium Economy with AirNZ and expected something similar from their Star Alliance partner. However, we were very disappointed. Premium Economy with Singapore Airlines is just an expensive version of economy; the food is the same, there are no separate bathrooms,…",2.0
2022,September,"Lost baggage, no responsibility taken","My flight with Singapore Airline was from Perth to Los Angelas on the 8th Sep 2022,  via Singapore layover in Narita. Upon arrival at LA, I didn't get my luggage. So I went to the lost baggage counter to lodge a report.  Received auto message everyday that they're still looking.…",1.0
2022,July,do not book Singapore - They canceled connect flight to many people,Myself and my friend flu in Singapore back in July.  My flight from Sydney -Singapore-Zurich-Vienna  -ZURICH -VIENNA FLIGHT CANCELED- NO EXPLANATION  My friend  Sydney-Singapore-Munich-Vienna Munich-Vienna FLIGHT CANCELED  My boyfriend & his brother Flight scheduled for 10/10/22…,1.0
2022,September,very good experience,We flew Sydney to Copenhagen via  Singapore in Premium Economy . We paid for extra leg room seats to provide extra comfort to stretch out and this was worthwhile. Premium Economy  seats are definitely wider and more comfortable than economy although still somewhat lacking in…,4.0
2022,October,"Night and Day with BA - Wow, thank you!","Regular BA flyer (nothing wrong with them, by the way) but my experience with Singapore Airlines has blown me away. Helped me with a premium economy multi-trip plan, which BA doesn't have on its website, and then gave us front row seats when it wasn't possible to seat us…",5.0
2022,October,Return flight from Hell!,"We purchased return BC fares on SAL in March this year. 3 days prior to our return flight to Melbourne scheduled for Oct 2nd, I noticed my wife’s return booking reference had disappeared from my SAL app. I rang SAL at that point to be advised that this ticket had been…",1.0
2022,October,Great Onboard really crappy pre flight expereince,"Pre flight experience is a total mess. Lounges are crowded, dirty tables and empty food containers. It almost felt like I had come to free buffet and riots could break out at any tine. If you expect premium pre flight experience Singapore airlines has totally lost it.   Same…",3.0
2022,September,Paris to Sydney premium economy,"Having flown with this carrier in the past, in premium economy, I was a little disappointed with the seating this time. I feel they have dropped the ball in premium economy seats, as I felt that the seats were not as roomy as my previous experience. It was also irritating that…",4.0
2022,September,Best flight crew Ive ever had,"Best flight crew Ive ever had. Jeremy and Lili were amazing, they made the trip from Auckland to Singapore go very quickly. SQ set a very high bar from which other airlines need to catch up, hint hint QF. The only minor issue I have with SQ is that they don’t have the onboard…",5.0
2022,September,Never fly with SIA,"While queuing to board, I encountered that I did not have my boarding pass. I immediately informed the police officer who checking our ticket before boarding, and she took my passport and other boarding passes to a SIA agent. The SIA agent took a look at my passport and other…",1.0
2022,September,Still a good choice to fly with but call centre is absolutely useless,"After reading some of the horror stories on here, I was a bit worried, but my flights went smoothly, and as a gold Velocity member was able to enjoy the Sydney SilverKris lounge prior to my outbound flight, as well as the recently renovated KrisFlyer gold lounge in Changi T3…",4.0
2022,September,Great service!,The flight attendant on SQ222 20th september 3pm flight. Mr. Koh provided us with elexelent service! We were seated near their service stations and observed that Mr. Koh inarticulate was very quick in doing his task and was very attentive to passengers. He quickly noticed that…,5.0
2022,September,KRISFLYER-PIONTS-WORST EXPERIANCE,"they have frozen my points and cancelled flights i had on hold it has been 3 months and 20 calls later with no result  in summary ,don't fly Singapore airlines they have the worst customer service I  have experienced in my life",1.0
2022,September,An Outstanding Travel Experience,"Our first time traveling on Singapore Air was nothing less than fantastic.    The cabin staff were warm and welcoming, while maintaining a professional demeanor.  Satisfying more than 500 flyers is not easy, but they managed it with charm and efficiency.    Meals, drinks, and…",5.0
2022,September,Very Little Service on Plane and NO LUGGAGE!!!,"Having flown Singapore Airlines before and experienced amazing service, was really pleased to find a flight for my dates which was reasonably priced.  A little concerned that the initial leg of the journey was with their budget partner Scoot, but heard some good reports about…",2.0
2022,August,Disappointment in infant seating arrangement,A solo male passenger can occupy a bassinet seat but the father to his baby couldn't?  We have traveled with Singapore Airlines a couple of times and enjoyed their services and will continue to do so following this review but we have experienced our first flight booking…,2.0
2022,September,Great fligth,We flew from Jakarta with a transfer in Singapore to San Francisco.  The flight from Jakarta was 1 hour late but staff provided everyone with snacks.  Really good chicken and pasta on this 1 1/2 flight.  We had a 3 hour layover in Singapore and then off on a 16 hour flight to…,5.0
2022,September,The worst experience ever,I am yet to fly with Singapore Airlines as my tickets are booked for October but I can honestly say this is the worst booking experience we have ever had. We booked through an authorised agent and the booking including an infant in seat.   We checked all the requirements on…,1.0
2022,August,Very let down,Travelled with my partner and our two children to visit family in Ireland with a stopovers both ways. There was trouble from before we even flew when we weren't given the seats promised. My partner then had to spend several hours on the phone to try and get it all resolved only…,2.0
2022,September,"Services were really below average, food was really not enough (starvation during the flight) and awful","The flight attendants were average to bad. The flight was not seriously late. (half to an hour late) Food and drink are awful.  The mashy stir fried chicken noodle breakfast was definitely the worst noodle I had.  The dinner was chicken and pasta.OMG, the pasta was just boiled;…",2.0
2022,September,Mr,It was a poor service we flew from singapoore to brisbane with kids and we arrived in Brisbane @7 am.Singapoore airline didn’t give us break fast it was ok for us but very hard for kids.just they gave dinner and it was funny they serve one by one infested of use trolley and take…,1.0
2022,August,Let down,"Booked and paid for seats well in advance. Was told that seats were no longer available, and separated me, my wife and grandchildren when giving us other seats. Also left two of our cases behind on return.  No help or consideration..Left our house key in one case.(I know, very…",1.0
2022,September,DON'T FLY WITH THEM !,"Singapore airlines cancelled the first leg of my flight and couldn't find another solution for me. I called them like 10 times, the only solution they found was either a refund (2 weeks prior my flights) or re routing me from Paris wth a 13h layover in Singapore!! I now have to…",1.0
2022,May,Always a pleasant flight on Business Class,The Singapore Airlines aircraft used for this BKK-SIN segment is fitted with 40 regional Business Class seats and 263 Economy Class seats. Business Class onboard this version of Singapore Airlines A350-900 is arranged in a large forward section and a smaller aft section. In…,4.0
2022,September,Premium Economy NOT worth it!,We were sitting in row 32 and the seat in front of me was broken. The pocket wire was sticking out so my wife couldn't leave her window seat without me holding the wire. My screen didn't work when we arrived so they had to reset it. Next time we will stay in economy to less than…,2.0
2022,September,DO NOT FLY THEM - LIARS,I am a sole mother traveling to London from Brisbane and Singapore airline kicked me out of the bassinet seat for the London leg due to ‘an aircraft change’. Then I was told that they have no more bassinet seats as it’s first come first served and I wasn’t first - despite having…,1.0
2022,September,Ridiculously BAD booking experience,"Tried to make multiple trip booking on the website, an error kept showing - Your itinerary cannot be confirmed right now. Please try again  tried changing dates & flight times but still not working  waited 30 mins to talk with a real person, said it will be more expensive now…",1.0
2022,August,Singapore airlines has become a budget airlines,"Having travelled on Singapore Airlines for the past 25 years, I was very disappointed with the overall experience .  Gone are the days when you are welcomed with a hot towel and beverage before take off. They no longer offer amenity kit to passengers. These service may have…",2.0
2022,April,Flights Cancelled and changes have 2 day layover instead of 65 mins !,For the 2nd time in 6 mths SA has cancelled flights booked last March and offered inappropriate alternatives.After 3 mths of phone calls I finally got a reasonable flight change for our Christmas trip to visit family in Australia-their original proposed change moved our return…,1.0
2022,September,Disappointing after expectations,"We had been looking forward with much anticipation to flying with Singapore as we usually fly Qantas which has had so many bad raps lately. We flew to Bangkok with Qantas and back via Singapore from Singapore. However in our economy flying  experience, Qantas wins hands down for…",3.0
2022,September,Premium Economy not worth the money,Seat 33D. The extra room over an economy seat was marginal in terms of leg room. The meal service is economy class and the service was poor by Singapore Airlines normal service standards. I had to ask for coffee and extra wine was not offered. After experiencing Air New…,4.0
2022,April,No compensation for a broken chair on a long flight,On my flight back from Kuala Lumpur to Amsterdam I was given a broken chair that was unable to recline. Three stewards have reviewed the chair and regrettably informed me that the chair was indeed broken and no other seat was available on the fully booked plane. I was told I…,1.0
2022,August,Terrible,Singapore Airlines call center double charged me over $400 dollars for extra luggage I wanted to book. Said sorry for mistake we will refund you. But for correct payment we will charge your card again. Its been months and still no refunds.  Every time we call for follow up says…,1.0
2022,September,Customer Service cost me $750,did not want to stay in Langkawi for a long time so I took a flight to KL thinking I can catch my flight from KL instead of LGK. I called and the rep said they can not change it. I told they can put a note saying we will board in KL vs LGK. The rep kept me on the line for 1 hour…,1.0
2022,September,Great airlines,"Wonderful airlines. Lounges were fantastic. The attention to detail by the staff was impeccable. They were particularly good with my 14, 12 and 10 year old. They knew all the kids by name. The food was astounding and the selection in business class was great. The seat in the…",4.0
2022,February,SINGAPORE REFUSED,I am writing this review of serious complaint.     Prior to my flight leaving the UK I had all the documents I needed which included the following: Negative PCR test  Australian Declaration  Passport  My Australian Visa which I have held for almost 4 years.  Double Vaccination…,1.0
2022,September,Scope for improvement,Checking in at Mumbai was excellent. Catering service started very late and all of us were kept waiting for a long time while we were falling asleep. Food was so so,4.0
2022,July,Usually Singpore airlines very good we ware happy with them but this time very disapointedd,24th July 2022 our flight SQ6535 from Townsville to Brisbane has cancelled and didn't inform to us Also 21st August Flight from Colombo To Singapore has changed by Singapore airlines  to 20th August and didn't provide any accommodation because our connecting flight was on 22nd…,3.0
2022,May,Great work!,Boarding didn't took long as on other airlines. There was a lot of legroom and seat was pretty confy too. I'm impressed with Singapore airlines and i am sure i will fly with them again!,5.0
2022,September,Downgrade service of the airline after Covid situation,"My route is flying back to the US using SQ from Bali, and transit in Frankfurt. Bali to Singapore operated with their low cost airline, scoot. Very basic service like the other low cost airline, so I cannot command much. Singapore to Frankfurt, 12 hours flight: terrible Meals,…",1.0
2022,May,Horrible Customer Service - Do not expect a response from them when it comes to customer service or satisfaction,Their system automatically unassigned my seat even though I paid for that particular seat and they had no explanation for it and just stated it was not their fault and their email response just provided a link to their FAQ page.  I had to call their international hotline to get…,1.0
2022,September,Good but......,"Great airline, always feel safe. But every flight seems to have none working entertainment system. Travelled with daughter, but again no games working. Come on sing get a grip of this problem if u can't repair games, then I'll lose faith that you can repair planes...",2.0
2022,August,So terribly disappointed!,"A long haul flight Melbourne - Singapore -Rome in premium economy with pretty much no service!  We hadn’t pre booked meals and got left over economy food poorly presented!  Had to ask for a glass of poor quality wine and no seconds offered!  Flight home,…",2.0
2022,August,Quality Staff Save the Day,A booked flight home to Melbourne was changed cutting short our holiday by a day - post-covid times you accept these things happen.  With time differences etc I didn't realise till a few days before the flight there was a 25 hour stopover in Singapore. Online correspondence was…,5.0
2022,August,Hard to lie flat,"Biz class with lie flat bed, but it is at an angle. Either you have to pivot at the hips so your feet fits the slot or you lie on your sides. It was not comfortable.  Lounge was Wing Tips, not a premium location. Flying Club no longer used for SQ?  Services in the plane were…",4.0
2022,August,At least we arrived.,"What a miserable flight. There are ways to make 16 hours of cramped economy class seating bearable. It's too bad Singapore Airlines hasn't figured out any of them. First of all, the sunset in Los Angeles in August is just before 8pm. The flight leaves close to midnight. The…",3.0
2022,April,Awesome,"I used to travel with Thai airways to BKK but now I choose Singapore Airline. I love this airline the cleanliness, the service and the food are the best. The hospitality of their cabin crew is outstanding. No wonder they win many award as the the best airline in the world. Will…",5.0
2022,August,1st flight out of Singapore since COVID-19,"Still one of the best airlines to fly with in the world, although they seem to have skimped on the economy class meals since the last time I flew 2 and a half years ago. the B787-10 aircraft was in immaculate condition and the seats and in-flight entertainment are easy to use.…",4.0
2022,August,the best airline!,"Wow the absolute best. Spent about 40 hours with this airline within the last 2 weeks and have been so well taken care of. Great food on every flight, no delays, incredible cabin crew, spacious and comfortable, great movies and snacks upon snacks! 🙌🏻🙌🏻 sooooo glad I chose…",5.0
2022,July,Disappointed,All crews didn't help at all even I had 1 year old baby  The worst experience for his first flight  Not welcome at all,1.0
2022,March,Easy to sdee what they are # 1,"I splurged a bit on my flight back to the US from Thailand earlier this year, and took business class on Singapore Airlines. The experience showed me why it has been voted the #1 airline in the world so many times. It was only about 2 hours from BKK to Changi Airport in…",5.0
2022,September,Poor catering,The quality of the food was poor and the choice was poor too. we were seated at the back and when it came to our seat there was no choice. We had to eat what they gave. There was no dessert and the flight attendant was caring a box of ice cream cups and asking everyone if anyone…,3.0
2022,August,Singapore airlines economy better than Qantas business class,I flew Singapore Airlines A350 from Singapore to Bangkok in economy and had recently flown Qantas business class and Singapore Airlines economy service left Qantas business class for dead.  The service on Singapore Airlines was great it was top notch with super friendly and…,5.0
2022,August,Very good,"After reading the reviews was expecting the worst, I needn't have worried. Excellent in flight service, especially from the crew. Pleasant food, champagne and nice wines by the glass. Seating very comfortable on this 787, though if you want to lie down your body is at an awkward…",4.0
2022,August,Non existent customer service,"I recently flew from Brisbane to Cape Town, only to have Singapore Air lose my luggage. Despite contacting the Cape Town, Brisbane and Singapore office I have had no contact from anyone, apart from a generic email, dated 4 days ago saying they are attempting to locate my…",1.0
2022,July,"Cancelled our flight and did not inform us, leaving us stranded in Gatwick Airport with no flight and all our money lost","I am disgusted and appalled by SingaporeAir's service. They cancelled our flight and never informed us, leaving us stranded in Gatwick with no flight. We had to cancel our trip to Thailand and Vietnam and we will never get this time back as we have now both started our full time…",1.0
2022,August,Excellent flights,"Singapore airlines have wonderful attentive staff who look after everyone, even in economy. The food is good and the inflight entertainment was great. If only they would advertise baby free flights as we had about a dozen on our overnight return flight!",5.0
2022,September,Poor customer service,"We received an email from Singapore airlines notifying us of a slight change of time for our flight. After trying to log in to manage the booking, we were unable to do so. We contacted Singapore airlines to be told that our domestic flight had diverted to a different city…",2.0
2022,September,Is Singapore Airlines no longer as great as it was?,"What is wrong with Singapore Airlines now? Impossible to get through to their customer service. Been on hold for 20 minutes and still can't get through.   Tried the live chat and same thing, unable to connect to a representative even after 20 minutes.  I guess they are great…",1.0
2022,August,"Singapore Airlines was always great, what has happened since covid","What was so hard was change in flights times at airport where the change was so close to next flight, most of passengers on our previous flight from Copenhagen to Singapore were like us, had to run to get to the gate, go through customs and the lines were so long, all passengers…",3.0
2022,August,Exceptional Service,"I have sent an email to Singapore Airlines complimenting them on their level of service. After flying many airlines (including, in recent times, Emirates and Qantas), I found that the crew on this flight were exceptional in their service. They apologised to me for delay with the…",5.0
2022,June,cancelled flights,"Hello all,  This is a honest review with our experience with Singapore airlines. A family of 4 from Paris to Kota Kinabalu Borneo departure date 30th June till the 25th august.  Our flight was Paris Singapore, Singapore to kota Kinabalu and the same coming back.  When we touched…",1.0
2022,August,Do not fly Scoot!!!,"I have used Singapore Airlines several times in the past and they have always been V. Good, BUT this recent trip I had in Aug: 2022, was Horrible and disgraceful , The only positive on our return trip was the flight from Phuket to Singapore. Then things deteriorated at an…",2.0
2022,August,BEST AIRLINE BUT GONE BAD NOW,Singapore airlines just disappointed me this time around when flying from Delhi to Krabi via Singapore and back. I was very disappointed with the cost cutting done by them be it the drinks / food or the overall service. I overlooked other airlines and spent good above 600 US $…,3.0
2022,August,Best flight ever!,"I had some issues getting checked in for my flight and could not be happier with the service I received at ticketing. Betsy, Deborah, and especially Marybelle were all so patient and helped me get everything sorted out.  They were professional and friendly while I waited to find…",5.0
2022,August,Singapore Airlines Strikes Again!,"Well well well… Singapore Airlines strikes again!   After yet again another usual delayed flight with Singapore Airlines (FR208), from Heathrow to Singapore, the drinks service was non-existent, the only regular service was for business and premium economy classes. After almost…",1.0
2022,August,Amazingly Bad Seat Design.,"The reclined business seat had a place for my feet so small I could not move them. Because the footrest was to one side of the seat, I lay at an angle with my shoulder against the arm rest. You could not press a button to go flat. You had to get up, rearrange your things, and…",2.0
2022,August,Worth the additional cost for the extra leg room,First trip to India - check-in was slow due to the need to check e-visa and vaccinatation documents but was otherwise smooth and fairly rapid.  The boarding process could have been improved (no fault of the airline) as no queues were organised.   Considering that this flight was…,4.0
2022,July,Book to fly Singapore Air but ended up on Scoot,"We intentionally booked Singapore Airlines, cos we wanted to avoid the hazzles of flying with  no frill budget airlines. So we booked our flights on the Singapore Air website and was looking forward to enjoying their famous cabin services. How disappointed were we, when we found…",2.0
2022,July,Singapore Airlines,I think SQ is the best. The crew is extremely friendly and kind. The food is delicious and the inflight system is good cuz there are so many movies from various cultures and a lot of movies for kids.,5.0
2022,August,Worst experience ever,I been trying to book online for days now and I keep getting an error message so i decided to call and book it over the phone. Due to the language barrier I can bearly understand what the customer service rep is saying. Long story short on the website my premium tickets are…,1.0
2022,August,Ms,This was the worst airline we have ever flown with. We were so disappointed having heard such good reviews from others. I feel they used covid as an excuse for terrible service. The food was disgusting - this was a flight from Manchester- all food was for asian market - i.e…,1.0
2022,August,Bad customer service,"I booked with first name , and last name . Don’t have middle name . I asked them a lot of time to help me to ask middle name . But no one to help me . I tried to contact more than ten time , waste more than a moth , but no one help me to resolve it .",1.0
2022,August,Really been let down,Usually I love flying through Singapore and can’t fault their service however on my flight to London I got food poisoning from the eggs not being heated up correctly as they were served barely lukewarm (never had food poisoning before don’t judge me for my poor choice) and I…,2.0
2022,August,Shame on Singapore airlines,"This will be the first bur last time travelling with SQ. As a Singaporean, they ought to be ashamed of using our country aircraft but hired foreigners to work in those aircraft. Shame of SQ. It is definitely not a great way to fly. I would rather fly with Thai Airways. At least…",1.0
2022,August,AVOID - solo traveller left stranded with no help,I sent a private complaint over 2 weeks ago and haven't even had a response to sadly need to post it here...  I booked all my flights through the Singapore Airline website to ensure there would be no issues like the one that happened to me…   My flight from Edinburgh to Germany…,1.0
2022,August,Fraudulent Charges on my Credit Card,I book 2 tickets in expedia for S$ 1248.  Expedia charge my card S$ 624 per ticket and total sum of S$ 1248 but then Singapore Airlines fraudulently charges S$ 1248 again.  I called UOB Bank and bank staff Sanju who was handling fraudulent transaction help line tells me that I…,1.0
2022,August,Worst Airline Ever,"The flight itself was adequate, the food was mediocre at best, the service was appalling. Staff totally uninterested in assisting staff. The did it begrudgingly at best.  Worse than that was the after service.  I left something on the plane and wanted to see if it had been…",1.0
2022,August,Waiting more than six weeks for a refund,"I requested a refund on 18th June and I not heard heard from Singapore Airlines. I tried emailing, but my booking reference number is not valid so it can't be sent.  I tried calling too but I got a recorded message stating that it not the number to enquire about the refund.…",1.0
2022,August,Terrible airline to travel,1. The seats were changed by the airline from 11 & 12 to 22 and 23 without informing. When asked why the seats were changed without the knowledge of the passengers no response.  2. Food was terrible and very poor quality. 3. Very old aircraft and poor service. 4. Inconsistent…,1.0
2022,August,"Great airline, now terrible","The service and seats were terrible, the business class seats didn't even lie flat. Food was mediocre and some inedible. This could be the worst business class I have ever flown. Drinks limited to white or chilled red wine. I also flew premium economy which was a total waste of…",2.0
2022,August,Lounge in BKK,Please please reopen your lounge in BKK  currently (Aug2022) you are sharing the Thai air lounge which is possibly one of the worse in the world. Very sadly the Thais have very poor lounge service in their own flagship home hub. Their staff are nice but the food is inedible and…,5.0
2022,August,A very pleasant experience,"Our experience started from the ground staff checking us in at Singapore. When he realized we were two of us, we were shifted to the 2 window seats to give us a little privacy. On board we received exactly what we had pre-booked from Book the Cook. The salad would have been…",4.0
2022,August,Paid 7000 AUD for premium economy and they downgraded me to economy without refund.,"I booked the flights from Melbourne to London Heathrow return for Mar 2023-Apr2023 for me and my son in cabin class Premium Economy Costing me 7000AUD. Week after this booking Singapore Airlines sent an email stating that ""We regret to inform you that due to operational…",1.0
2022,August,Horrible customer service,"Flight was cancelled without notice and When I got to the airport, I realize I am not the only one. Wait 1.5 hrs on the phone while waiting for problem to be “resolve” and no updates just yet. Worst experience ever.",1.0
2022,July,Terrible Booking website and Customer Service,- Booking websites is terrible.  I ‘d been wasting a lots of time on booking seats and communicating with Customer Service. (Always failed to book the fourth trip online even though was able to book the other seats for other trips)  - Customer Service team ignored my email…,1.0
2022,August,A pleasure to return to flying with Singapore Airlines,"It's been 3 years since we were able to fly, due to COVID restrictions in Australia.  On this occasion we flew from Sydney on SQ222 (A380) to Singapore. After a layover of less than 3 hours we flew on SQ322 (A380) to London, with both flights in Business class.  With flights…",5.0
2022,August,Great Service - Awesome Airlines,"I want mention that I am really Impressed by Service Offered by Singapore Airlines. On August 15th, I had to book Flights from my Parents from Delhi to JFK in emergency when Emirates Cancelled flight (Horrible Airlines) & offered no support on Rebooking.  Singapore Airlines Call…",5.0
2022,August,"Baggage Lost and no service, no help","This Singapore Airline is so bad. I lost my luggage for already 3 days, no help, no service. Stranded in Indonesia without my clothes and personal belongings and Singapore airlines doesn't care. I have been calling for 3 days, they do not pick up the phone, do not give me any…",1.0
2022,August,Not what it used to be.,"Is it just me, or has the menu on Singapore Airlines  gone down hill since Covid. I have travelled with Singapore Airlines several times since the reopening after covid and have noticed there food has dropped in quality big time. There seems to be a lot of cheap flavourless…",3.0
2022,July,Never book flights with this airline.,If I could give a minus score I would. This airline is appalling. They cancelled my son’s flight however didn’t inform them.We took my son and his friend to the airport to discover the flight didn’t exist. My son had booked transfer flights to Vietnam and hotels. By far the…,1.0
2022,August,Terrible Seats on Singapore Airlines Business Class.,"I'm 6ft 1 and you would need to be contortionist to get comfortable on these seats.  Whether reclining or as a bed they are so uncomfortable it's not even funny. You have to lay diagonally across them and stick your feet in a small hole, then every time you turn you nearly break…",1.0
2022,May,"Great daytime flight on SQ in J-class, but it's not for the taller person.","Today's flight was really efficient, and well handled by the Chief Purser Kim-Sung.    Plane was an A350-900, 9V-SHB and I was in seat 17K.    Interior was clean, tidy and didn't look tired.  I found the cabin temperature way too high, but am glad that it wasn't an overnight…",4.0
2022,August,"Overpriced, Predatory Salesmanship","We have not flown yet, this is regarding our experience with purchasing airfare. We were suckered into buying cheap non-refundable tickets nearly a year out but now they want nearly three times that price for friends and family that are traveling with us. Whenever a deal shows…",1.0
2022,July,SA owes me $2000 and will not pay.,Cancelled a flight with SA in April 2022 by calling their contact centre and they still have not refunded the $2000 they owe me. I would not recommend booking with these thieves. Booked with SAS instead and coincidentally ended up on the same flight.,1.0
2022,July,Terrible customer service for American business travelers,I'm an American business executive flying Singapore Airlines (SIA) for the first time. I usually fly business-class on United Airlines (Premier 1K member). I thought I would give SIA a try given my new responsibilities include managing the South East Asia region for my company.…,1.0
2022,August,No way to speak to a human,"So I have been a supporter of Singapore Airlines for decades, awesome airline when travelling but absolutely cr p when you have a problem. You cant speak to a human just dumb robots. Been trying to get hold if them for 2 days no replies. Customer service is ranked just below…",1.0
2022,August,What happened to their stellar reputation !😒,"Just overall subpar airline , gone are their hay days.  Food is atrocious and very cheap . The inflight entertainment is basic at best . Wouldn’t bother flying them again . Qantas kills them .",1.0
2022,August,Pray your luggage is not lost,"We arrived in Chiang Mai two days ago. Two out of 3 bags missing. Lodge claim, hear nothing more for two days. Tracing is all website says.  Try to contact Singapore, go through all details 3 times, get sent to another site but then booted out because final destination of…",1.0
2022,August,Disappointed to see the cleanliness level..that too after COVID times,"Usually I like Singapore airlines but was not happy to see dirty food tray.. when I showed this to the steward, instead of cleaning they gave me cleaning wipe to clean it.. why should I clean someone's mess??  Firstly it was dirty and than I ended up cleaning myself as Steward…",3.0
2022,May,They did everything to make my negative experience right,"We got to boarding and they informed us that my screen will not be working and because the flight is full, there will not be an alternative seat to change to.  As soon as we got on the flight, they were well informed about the issue and apologized for the same.  The manager,…",5.0
2022,August,Terrible customer service,1. Customer service cannot handle simple itinerary changes. They are very polite but hardly trained. 2. Takes hours to correct the issue as they have to talk to supervisor for every simple thing and the supervisors are available depending on the call volume. I almost spent 5…,1.0
2022,August,Amazing business class product,"We had the chance to test Singapore's Business Class in their A350, A380 and their 787. All in all a very good experience!",5.0
2022,August,THE WORST AIRLINER THAT EXCISTS!!,"People be warned Singapore Airlines is the worst Airliner on earth! I needed to change my flight. I tried contacting them for over 4 months. 50 hours and more on hold, nobody is picking up the phone. Filled in multiple request forms online, nobody reacts. I had to go to the…",1.0
2022,August,"Good seat comfort & leg space, food (quality and serving times) is poor","Seat comfort & leg space - Good Inflight entertainment - Average Food - Poor, very poor Boarding experience - Good Overall experience is ok but not as good as a top airline",4.0
2022,August,Sneakily booking people on Scoot,"I'm so angry, Singapore Airlines used to be good, but when booking a ticket to Vietnam, they sneakily put you on Scoot - for an 8 hour flight! I paid for a full price, full service ticket - they clearly must have put operated by Scoot in very small writing somewhere, to say I'm…",1.0
2022,July,WATCH OUT FOR THE SCOOT LEG … NOWARNING  how terrible this would be !!  Will never use or recommend Singapore again,"As we had booked directly with Singapore Airlines we had expected a high standard of comfort and service delivery across all legs of our journey. Indeed, the summary of fare conditions made specific reference as to what we would ‘enjoy’ from the SCOOT operated leg of our journey…",1.0
2022,August,Premium economy downgrade nightmare,We have been downgraded on SIN to MEL leg of our flight from Premium Economy to Economy. No explanation just an email. It turns out they have changed aircraft from Boeing 777 to Airbus A350 which only has no premium economy cabin Multiple calls to Australian contact centre based…,1.0
2022,July,Poor experience,"Not sure where to start on just how poor of a flying experience this was.  Let's start with booking.  The Singapore website is very difficult to use especially to compare flights on different dates, routes, etc.  I flew from SAN to SFO on Alaska Air and while I would have liked…",1.0
2022,August,Flight change,We booked to fly Singapore Airlines on both legs to discover we had been changed to Lufthansa on the longer 13 hour leg without our concent. Lufthansa is inferior and tries to charge you extra for seat allocations etc. We were unable to book my wife's vegetarian meals without…,2.0
2022,August,You can’t be gluten free and dairy free!,Business class is a wonderful experience BUT if you don’t consume milk they offer no dairy free milk options. I’m sure I’m not the only person who doesn’t have cows milk in their coffee. Unfortunately you only get one choice when it comes to special meals and if you’re coeliac…,3.0
2022,August,Terrible Customer Service,"Singapore Airlines used to be one of the best Airlines around, and now they're comparable to a low cost carrier for the lack of customer service support. I have a redemption booking with them, and I just want to cancel the booking. When I called them, I chose ""Redemption…",1.0
2022,June,Missing luggages,"I'd been flew with SQ from 2007 and they always had great services.This time they changed my flight on 6/3/22 in the last minutes from New York-Singapore to New York-London-Singapore (longer flight while I paid premium price with short flight).Then when we arrived in London,the…",1.0
2022,July,Average airline,"For all the talk and advertising about Singapore Airline, I must say it’s altogether a very average, unsurprising airline. A) The food is essentially Asian, not global, forcing the passenger to like Asian spicy cuisine, or go hungry for a long flight. B) The crew speaks English…",2.0
2022,June,Great flight marred by a pathetic on-ground experience at Changi,"Lounge : SilverKris Lounge , Terminal 3 Our incoming flight arrived at T1 , forcing us to take the overcrowded Skytrain to T3 ( as the only functional SilverKris Lounge is located there ). What a nightmare !! Just 2 coaches per train , filling up with hundreds of passengers at…",3.0
2022,July,HELP! ABUSE ON CUSTOMERS AND NO SOLUTION,"TERRIBLE EXPERIENCE! TERRIBLE CUSTOMER SERVICE! DO NOT BUY TICKETS WITH TEM!!!!!  We bought our flights  (family of 4- 2 adults, 2 kids 6yo &8yo) from Darwin Australia to Lax  USA, return, with more than 7 months in advance. The flights have a stop in Singapore. Singapore…",1.0
2022,July,Ms,"Singapore Airlines partners with Scoot that carried us from Singapore to Cebu. Had I known Scoot as their partner is a joke of an airline, I would not have flown with Singapore Airlines at all! They have lost my luggage that had important documents as it was meant to be hand…",1.0
2022,June,Perfect evening flight from MNL,Check-in : At the dedicated Business Class counter. Quick without any waiting involved. Keep in mind the long queues at the entrance though ( Our flight was at 18:30 )  Security / Immigration : No separate queue / Fast-Track. Clearance was quick though.  Lounge : SilverKris…,4.0
